Cycle,Command,Bank,Row
5532675,REFRESH,0,0
5533103,ACTIVATE,0,0
5533126,READ,0,0
5533161,READ,0,0
5533224,WRITE,0,0
5533243,PRECHARGE,0,0
5533269,ACTIVATE,0,0
5533297,READ,0,0
5533314,READ,0,0
5533343,READ,0,0
5533362,PRECHARGE,0,0
5533406,ACTIVATE,0,0
5533469,WRITE,0,0
5533484,WRITE,0,0
5533511,WRITE,0,0
5533533,READ,0,0
5533554,READ,0,0
5533575,PRECHARGE,0,0
5533597,ACTIVATE,0,0
5533616,WRITE,0,0
5533663,PRECHARGE,0,0
5533688,REFRESH,0,0
5534137,REFRESH,0,0
5534572,REFRESH,0,0
5535001,REFRESH,0,0
5535425,ACTIVATE,0,0
5535457,WRITE,0,0
5535475,READ,0,0
5535512,READ,0,0
5535528,READ,0,0
5535595,PRECHARGE,0,0
5535636,REFRESH,0,0
5536063,ACTIVATE,0,0
5536089,READ,0,0
5536107,PRECHARGE,0,0
5536296,ACTIVATE,0,0
5536325,READ,0,0
5536358,PRECHARGE,0,0
5536376,ACTIVATE,0,0
5536432,READ,0,0
5536463,WRITE,0,0
5536484,PRECHARGE,0,0
5536528,REFRESH,0,0
5537007,REFRESH,0,0
5537429,ACTIVATE,0,0
5537459,WRITE,0,0
5537516,READ,0,0
5537535,READ,0,0
5537559,READ,0,0
5537588,WRITE,0,0
5537603,WRITE,0,0
5537614,READ,0,0
5537660,READ,0,0
5537688,PRECHARGE,0,0
5537724,REFRESH,0,0
5538170,ACTIVATE,0,0
5538189,READ,0,0
5538208,WRITE,0,0
5538221,READ,0,0
5538254,WRITE,0,0
5538265,READ,0,0
5538289,READ,0,0
5538332,READ,0,0
5538351,WRITE,0,0
5538369,PRECHARGE,0,0
5538395,REFRESH,0,0
5538834,REFRESH,0,0
5539256,ACTIVATE,0,0
5539290,WRITE,0,0
5539318,WRITE,0,0
5539324,WRITE,0,0
5539351,PRECHARGE,0,0
5539370,REFRESH,0,0
5539801,ACTIVATE,0,0
5539863,READ,0,0
5539881,WRITE,0,0
5539915,READ,0,0
5539937,WRITE,0,0
5539998,READ,0,0
5540017,PRECHARGE,0,0
5540041,ACTIVATE,0,0
5540080,PRECHARGE,0,0
5540105,ACTIVATE,0,0
5540148,READ,0,0
5540215,WRITE,0,0
5540243,PRECHARGE,0,0
5540275,REFRESH,0,0
5540709,ACTIVATE,0,0
5540734,READ,0,0
5540779,PRECHARGE,0,0
5540811,ACTIVATE,0,0
5540833,READ,0,0
5540859,PRECHARGE,0,0
5540893,REFRESH,0,0
5541333,REFRESH,0,0
5541776,REFRESH,0,0
5542209,ACTIVATE,0,0
5542228,READ,0,0
5542261,READ,0,0
5542278,PRECHARGE,0,0
5542297,ACTIVATE,0,0
5542334,WRITE,0,0
5542364,WRITE,0,0
5542382,WRITE,0,0
5542412,WRITE,0,0
5542423,WRITE,0,0
5542475,WRITE,0,0
5542489,READ,0,0
5542513,READ,0,0
5542530,WRITE,0,0
5542566,WRITE,0,0
5542590,PRECHARGE,0,0
5542619,REFRESH,0,0
5543062,ACTIVATE,0,0
5543098,WRITE,0,0
5543109,READ,0,0
5543126,READ,0,0
5543171,READ,0,0
5543199,READ,0,0
5543219,READ,0,0
5543242,PRECHARGE,0,0
5543318,ACTIVATE,0,0
5543356,WRITE,0,0
5543373,READ,0,0
5543391,PRECHARGE,0,0
5543440,ACTIVATE,0,0
5543491,READ,0,0
5543508,PRECHARGE,0,0
5543534,REFRESH,0,0
5543963,REFRESH,0,0
5544411,REFRESH,0,0
5544853,ACTIVATE,0,0
5544879,WRITE,0,0
5544898,READ,0,0
5544914,READ,0,0
5544933,PRECHARGE,0,0
5544952,REFRESH,0,0
5545400,ACTIVATE,0,0
5545420,READ,0,0
5545453,WRITE,0,0
5545461,WRITE,0,0
5545477,READ,0,0
5545495,WRITE,0,0
5545517,READ,0,0
5545537,READ,0,0
5545563,READ,0,0
5545604,READ,0,0
5545631,WRITE,0,0
5545644,WRITE,0,0
5545650,WRITE,0,0
5545666,READ,0,0
5545682,READ,0,0
5545714,READ,0,0
5545743,READ,0,0
5545758,READ,0,0
5545776,READ,0,0
5545803,READ,0,0
5545816,READ,0,0
5545830,READ,0,0
5545889,PRECHARGE,0,0
5545907,ACTIVATE,0,0
5545943,WRITE,0,0
5545961,PRECHARGE,0,0
5545986,REFRESH,0,0
5546483,REFRESH,0,0
5546921,REFRESH,0,0
5547367,ACTIVATE,0,0
5547394,READ,0,0
5547417,WRITE,0,0
5547430,WRITE,0,0
5547451,READ,0,0
5547497,READ,0,0
5547505,READ,0,0
5547538,PRECHARGE,0,0
5547561,REFRESH,0,0
5547999,ACTIVATE,0,0
5548027,WRITE,0,0
5548046,READ,0,0
5548072,WRITE,0,0
5548103,WRITE,0,0
5548121,READ,0,0
5548149,READ,0,0
5548200,READ,0,0
5548209,READ,0,0
5548229,WRITE,0,0
5548253,PRECHARGE,0,0
5548270,ACTIVATE,0,0
5548301,WRITE,0,0
5548320,WRITE,0,0
5548332,WRITE,0,0
5548349,READ,0,0
5548390,READ,0,0
5548419,READ,0,0
5548445,READ,0,0
5548485,WRITE,0,0
5548507,READ,0,0
5548525,READ,0,0
5548554,WRITE,0,0
5548567,READ,0,0
5548615,WRITE,0,0
5548634,READ,0,0
5548652,READ,0,0
5548709,PRECHARGE,0,0
5548730,REFRESH,0,0
5549165,REFRESH,0,0
5549604,ACTIVATE,0,0
5549630,WRITE,0,0
5549647,WRITE,0,0
5549666,WRITE,0,0
5549683,READ,0,0
5549700,WRITE,0,0
5549714,READ,0,0
5549733,PRECHARGE,0,0
5549786,ACTIVATE,0,0
5549816,READ,0,0
5549825,READ,0,0
5549861,READ,0,0
5549883,PRECHARGE,0,0
5549954,ACTIVATE,0,0
5549982,WRITE,0,0
5550018,READ,0,0
5550037,PRECHARGE,0,0
5550117,ACTIVATE,0,0
5550176,WRITE,0,0
5550216,PRECHARGE,0,0
5550234,REFRESH,0,0
5550699,ACTIVATE,0,0
5550750,PRECHARGE,0,0
5550782,ACTIVATE,0,0
5550807,READ,0,0
5550823,READ,0,0
5550844,READ,0,0
5550863,READ,0,0
5550879,READ,0,0
5550943,PRECHARGE,0,0
5550964,REFRESH,0,0
5551401,REFRESH,0,0
5551865,REFRESH,0,0
5552290,REFRESH,0,0
5552716,REFRESH,0,0
5553144,REFRESH,0,0
5553581,ACTIVATE,0,0
5553603,READ,0,0
5553621,PRECHARGE,0,0
5553648,ACTIVATE,0,0
5553667,READ,0,0
5553708,WRITE,0,0
5553717,WRITE,0,0
5553731,WRITE,0,0
5553753,WRITE,0,0
5553771,WRITE,0,0
5553782,WRITE,0,0
5553794,READ,0,0
5553807,READ,0,0
5553830,WRITE,0,0
5553848,READ,0,0
5553873,READ,0,0
5553891,WRITE,0,0
5553916,WRITE,0,0
5553929,READ,0,0
5553965,READ,0,0
5553976,READ,0,0
5554018,READ,0,0
5554041,PRECHARGE,0,0
5554069,REFRESH,0,0
5554493,REFRESH,0,0
5554973,ACTIVATE,0,0
5554999,WRITE,0,0
5555020,READ,0,0
5555029,READ,0,0
5555044,READ,0,0
5555065,READ,0,0
5555095,PRECHARGE,0,0
5555184,REFRESH,0,0
5555622,ACTIVATE,0,0
5555667,WRITE,0,0
5555676,WRITE,0,0
5555686,WRITE,0,0
5555740,PRECHARGE,0,0
5555797,REFRESH,0,0
5556220,REFRESH,0,0
5556658,ACTIVATE,0,0
5556675,WRITE,0,0
5556706,PRECHARGE,0,0
5556731,REFRESH,0,0
5557180,REFRESH,0,0
5557618,ACTIVATE,0,0
5557641,WRITE,0,0
5557669,PRECHARGE,0,0
5557688,REFRESH,0,0
5558115,REFRESH,0,0
5558540,ACTIVATE,0,0
5558578,WRITE,0,0
5558603,PRECHARGE,0,0
5558639,REFRESH,0,0
5559065,ACTIVATE,0,0
5559101,READ,0,0
5559143,WRITE,0,0
5559172,WRITE,0,0
5559194,WRITE,0,0
5559214,WRITE,0,0
5559223,READ,0,0
5559242,READ,0,0
5559250,READ,0,0
5559290,PRECHARGE,0,0
5559307,REFRESH,0,0
5559750,ACTIVATE,0,0
5559780,WRITE,0,0
5559798,PRECHARGE,0,0
5559849,ACTIVATE,0,0
5559866,WRITE,0,0
5559895,PRECHARGE,0,0
5559934,ACTIVATE,0,0
5559959,WRITE,0,0
5559983,WRITE,0,0
5559989,WRITE,0,0
5560013,WRITE,0,0
5560060,WRITE,0,0
5560082,WRITE,0,0
5560115,WRITE,0,0
5560138,READ,0,0
5560169,READ,0,0
5560186,PRECHARGE,0,0
5560223,REFRESH,0,0
5560653,ACTIVATE,0,0
5560670,READ,0,0
5560705,READ,0,0
5560730,READ,0,0
5560738,READ,0,0
5560756,PRECHARGE,0,0
5560805,REFRESH,0,0
5561246,REFRESH,0,0
5561700,REFRESH,0,0
5562142,REFRESH,0,0
5562567,REFRESH,0,0
5563012,ACTIVATE,0,0
5563039,READ,0,0
5563060,PRECHARGE,0,0
5563095,ACTIVATE,0,0
5563136,READ,0,0
5563151,READ,0,0
5563183,PRECHARGE,0,0
5563251,ACTIVATE,0,0
5563273,WRITE,0,0
5563283,READ,0,0
5563300,READ,0,0
5563328,READ,0,0
5563362,PRECHARGE,0,0
5563381,REFRESH,0,0
5563818,REFRESH,0,0
5564265,ACTIVATE,0,0
5564284,READ,0,0
5564300,READ,0,0
5564365,READ,0,0
5564384,READ,0,0
5564415,WRITE,0,0
5564433,WRITE,0,0
5564460,READ,0,0
5564474,READ,0,0
5564497,READ,0,0
5564514,READ,0,0
5564582,READ,0,0
5564629,READ,0,0
5564650,READ,0,0
5564680,PRECHARGE,0,0
5564734,REFRESH,0,0
5565164,REFRESH,0,0
5565653,REFRESH,0,0
5566101,REFRESH,0,0
5566561,REFRESH,0,0
5567019,ACTIVATE,0,0
5567050,WRITE,0,0
5567060,READ,0,0
5567080,PRECHARGE,0,0
5567111,ACTIVATE,0,0
5567147,WRITE,0,0
5567180,PRECHARGE,0,0
5567210,REFRESH,0,0
5567686,ACTIVATE,0,0
5567716,WRITE,0,0
5567732,WRITE,0,0
5567759,READ,0,0
5567791,PRECHARGE,0,0
5567814,ACTIVATE,0,0
5567847,READ,0,0
5567871,READ,0,0
5567884,READ,0,0
5567900,READ,0,0
5567923,WRITE,0,0
5567957,WRITE,0,0
5567972,WRITE,0,0
5568000,WRITE,0,0
5568036,WRITE,0,0
5568045,READ,0,0
5568073,WRITE,0,0
5568082,READ,0,0
5568108,PRECHARGE,0,0
5568153,ACTIVATE,0,0
5568189,READ,0,0
5568211,PRECHARGE,0,0
5568245,REFRESH,0,0
5568723,REFRESH,0,0
5569174,ACTIVATE,0,0
5569195,READ,0,0
5569214,READ,0,0
5569235,WRITE,0,0
5569272,WRITE,0,0
5569290,PRECHARGE,0,0
5569311,REFRESH,0,0
5569759,ACTIVATE,0,0
5569799,WRITE,0,0
5569834,READ,0,0
5569845,READ,0,0
5569864,PRECHARGE,0,0
5569894,REFRESH,0,0
5570353,REFRESH,0,0
5570777,ACTIVATE,0,0
5570828,READ,0,0
5570866,PRECHARGE,0,0
5570941,ACTIVATE,0,0
5570983,WRITE,0,0
5571002,PRECHARGE,0,0
5571021,REFRESH,0,0
5571467,ACTIVATE,0,0
5571493,READ,0,0
5571499,READ,0,0
5571513,READ,0,0
5571533,READ,0,0
5571560,PRECHARGE,0,0
5571608,ACTIVATE,0,0
5571638,READ,0,0
5571665,READ,0,0
5571691,WRITE,0,0
5571718,WRITE,0,0
5571745,READ,0,0
5571771,WRITE,0,0
5571813,WRITE,0,0
5571844,PRECHARGE,0,0
5571924,REFRESH,0,0
5572391,ACTIVATE,0,0
5572446,WRITE,0,0
5572481,READ,0,0
5572499,WRITE,0,0
5572511,WRITE,0,0
5572539,WRITE,0,0
5572559,WRITE,0,0
5572575,WRITE,0,0
5572592,WRITE,0,0
5572619,WRITE,0,0
5572639,PRECHARGE,0,0
5572667,REFRESH,0,0
5573102,ACTIVATE,0,0
5573137,WRITE,0,0
5573152,READ,0,0
5573175,WRITE,0,0
5573202,WRITE,0,0
5573212,READ,0,0
5573238,WRITE,0,0
5573247,READ,0,0
5573264,READ,0,0
5573288,READ,0,0
5573334,READ,0,0
5573359,PRECHARGE,0,0
5573424,REFRESH,0,0
5573853,REFRESH,0,0
5574276,ACTIVATE,0,0
5574301,WRITE,0,0
5574334,READ,0,0
5574360,READ,0,0
5574388,READ,0,0
5574431,PRECHARGE,0,0
5574464,REFRESH,0,0
5574895,REFRESH,0,0
5575325,REFRESH,0,0
5575772,ACTIVATE,0,0
5575832,WRITE,0,0
5575848,READ,0,0
5575867,WRITE,0,0
5575927,READ,0,0
5575957,WRITE,0,0
5575970,WRITE,0,0
5575976,WRITE,0,0
5576016,READ,0,0
5576029,READ,0,0
5576063,WRITE,0,0
5576096,PRECHARGE,0,0
5576165,REFRESH,0,0
5576605,ACTIVATE,0,0
5576659,PRECHARGE,0,0
5576677,ACTIVATE,0,0
5576721,WRITE,0,0
5576739,READ,0,0
5576778,PRECHARGE,0,0
5576819,REFRESH,0,0
5577247,ACTIVATE,0,0
5577271,WRITE,0,0
5577329,READ,0,0
5577354,WRITE,0,0
5577364,READ,0,0
5577372,READ,0,0
5577399,WRITE,0,0
5577415,WRITE,0,0
5577464,READ,0,0
5577490,WRITE,0,0
5577507,READ,0,0
5577534,PRECHARGE,0,0
5577552,REFRESH,0,0
5577987,REFRESH,0,0
5578421,REFRESH,0,0
5578847,REFRESH,0,0
5579285,REFRESH,0,0
5579752,REFRESH,0,0
5580185,REFRESH,0,0
5580636,ACTIVATE,0,0
5580672,READ,0,0
5580698,WRITE,0,0
5580717,PRECHARGE,0,0
5580772,REFRESH,0,0
5581211,ACTIVATE,0,0
5581249,READ,0,0
5581271,READ,0,0
5581299,READ,0,0
5581349,WRITE,0,0
5581373,READ,0,0
5581394,READ,0,0
5581409,READ,0,0
5581454,WRITE,0,0
5581470,WRITE,0,0
5581495,PRECHARGE,0,0
5581534,REFRESH,0,0
5582011,ACTIVATE,0,0
5582047,WRITE,0,0
5582070,WRITE,0,0
5582086,WRITE,0,0
5582112,PRECHARGE,0,0
5582153,ACTIVATE,0,0
5582233,WRITE,0,0
5582261,WRITE,0,0
5582293,PRECHARGE,0,0
5582332,ACTIVATE,0,0
5582366,WRITE,0,0
5582387,PRECHARGE,0,0
5582420,ACTIVATE,0,0
5582452,READ,0,0
5582472,READ,0,0
5582493,WRITE,0,0
5582507,READ,0,0
5582553,PRECHARGE,0,0
5582571,REFRESH,0,0
5583008,REFRESH,0,0
5583488,REFRESH,0,0
5583926,REFRESH,0,0
5584357,REFRESH,0,0
5584780,ACTIVATE,0,0
5584826,PRECHARGE,0,0
5584874,ACTIVATE,0,0
5584928,READ,0,0
5584969,PRECHARGE,0,0
5585000,ACTIVATE,0,0
5585044,READ,0,0
5585053,READ,0,0
5585084,WRITE,0,0
5585104,WRITE,0,0
5585129,READ,0,0
5585149,READ,0,0
5585179,WRITE,0,0
5585251,WRITE,0,0
5585269,READ,0,0
5585283,READ,0,0
5585311,WRITE,0,0
5585329,READ,0,0
5585350,READ,0,0
5585358,READ,0,0
5585390,PRECHARGE,0,0
5585409,ACTIVATE,0,0
5585446,WRITE,0,0
5585464,READ,0,0
5585491,PRECHARGE,0,0
5585554,REFRESH,0,0
5585976,REFRESH,0,0
5586397,ACTIVATE,0,0
5586417,WRITE,0,0
5586449,WRITE,0,0
5586471,PRECHARGE,0,0
5586489,REFRESH,0,0
5586917,REFRESH,0,0
5587339,REFRESH,0,0
5587772,ACTIVATE,0,0
5587800,READ,0,0
5587845,PRECHARGE,0,0
5587896,REFRESH,0,0
5588319,ACTIVATE,0,0
5588350,WRITE,0,0
5588356,WRITE,0,0
5588364,WRITE,0,0
5588380,WRITE,0,0
5588396,READ,0,0
5588413,WRITE,0,0
5588448,WRITE,0,0
5588490,READ,0,0
5588517,WRITE,0,0
5588578,READ,0,0
5588622,PRECHARGE,0,0
5588653,ACTIVATE,0,0
5588716,READ,0,0
5588744,READ,0,0
5588762,PRECHARGE,0,0
5588796,ACTIVATE,0,0
5588813,WRITE,0,0
5588827,WRITE,0,0
5588869,PRECHARGE,0,0
5588888,ACTIVATE,0,0
5588931,WRITE,0,0
5588945,READ,0,0
5588960,READ,0,0
5588988,PRECHARGE,0,0
5589028,REFRESH,0,0
5589487,ACTIVATE,0,0
5589514,READ,0,0
5589546,WRITE,0,0
5589588,PRECHARGE,0,0
5589606,ACTIVATE,0,0
5589642,READ,0,0
5589668,WRITE,0,0
5589714,WRITE,0,0
5589749,PRECHARGE,0,0
5589817,ACTIVATE,0,0
5589841,READ,0,0
5589862,READ,0,0
5589889,WRITE,0,0
5589900,WRITE,0,0
5589927,WRITE,0,0
5589944,READ,0,0
5589958,READ,0,0
5589982,WRITE,0,0
5589994,WRITE,0,0
5590019,READ,0,0
5590028,READ,0,0
5590045,READ,0,0
5590082,PRECHARGE,0,0
5590103,REFRESH,0,0
5590529,ACTIVATE,0,0
5590553,READ,0,0
5590593,WRITE,0,0
5590615,PRECHARGE,0,0
5590640,ACTIVATE,0,0
5590658,WRITE,0,0
5590704,READ,0,0
5590747,PRECHARGE,0,0
5590770,ACTIVATE,0,0
5590787,READ,0,0
5590813,READ,0,0
5590819,READ,0,0
5590851,PRECHARGE,0,0
5590963,REFRESH,0,0
5591418,ACTIVATE,0,0
5591448,WRITE,0,0
5591508,PRECHARGE,0,0
5591526,REFRESH,0,0
5591993,REFRESH,0,0
5592423,REFRESH,0,0
5592867,ACTIVATE,0,0
5592905,READ,0,0
5592933,READ,0,0
5593003,READ,0,0
5593024,WRITE,0,0
5593048,READ,0,0
5593107,READ,0,0
5593126,WRITE,0,0
5593144,PRECHARGE,0,0
5593162,ACTIVATE,0,0
5593221,PRECHARGE,0,0
5593240,REFRESH,0,0
5593673,REFRESH,0,0
5594134,ACTIVATE,0,0
5594171,WRITE,0,0
5594200,PRECHARGE,0,0
5594224,ACTIVATE,0,0
5594267,WRITE,0,0
5594292,WRITE,0,0
5594333,PRECHARGE,0,0
5594387,REFRESH,0,0
5594842,ACTIVATE,0,0
5594868,READ,0,0
5594883,READ,0,0
5594893,READ,0,0
5594938,READ,0,0
5594997,PRECHARGE,0,0
5595021,ACTIVATE,0,0
5595062,PRECHARGE,0,0
5595118,REFRESH,0,0
5595548,REFRESH,0,0
5596028,REFRESH,0,0
5596472,ACTIVATE,0,0
5596535,READ,0,0
5596598,READ,0,0
5596615,READ,0,0
5596630,READ,0,0
5596663,PRECHARGE,0,0
5596684,ACTIVATE,0,0
5596742,PRECHARGE,0,0
5596759,REFRESH,0,0
5597179,REFRESH,0,0
5597618,ACTIVATE,0,0
5597644,READ,0,0
5597681,READ,0,0
5597692,READ,0,0
5597751,READ,0,0
5597768,WRITE,0,0
5597811,READ,0,0
5597836,PRECHARGE,0,0
5597853,REFRESH,0,0
5598286,REFRESH,0,0
5598747,REFRESH,0,0
5599197,REFRESH,0,0
5599621,REFRESH,0,0
5600043,REFRESH,0,0
5600486,REFRESH,0,0
5600924,ACTIVATE,0,0
5601003,WRITE,0,0
5601028,READ,0,0
5601047,WRITE,0,0
5601081,PRECHARGE,0,0
5601100,ACTIVATE,0,0
5601127,WRITE,0,0
5601136,WRITE,0,0
5601203,READ,0,0
5601215,READ,0,0
5601233,WRITE,0,0
5601253,READ,0,0
5601280,PRECHARGE,0,0
5601301,REFRESH,0,0
5601738,REFRESH,0,0
5602246,ACTIVATE,0,0
5602329,WRITE,0,0
5602344,READ,0,0
5602362,READ,0,0
5602386,WRITE,0,0
5602403,WRITE,0,0
5602432,WRITE,0,0
5602461,PRECHARGE,0,0
5602485,ACTIVATE,0,0
5602510,WRITE,0,0
5602520,WRITE,0,0
5602543,READ,0,0
5602573,WRITE,0,0
5602592,READ,0,0
5602622,READ,0,0
5602649,READ,0,0
5602688,PRECHARGE,0,0
5602730,ACTIVATE,0,0
5602774,READ,0,0
5602811,WRITE,0,0
5602830,READ,0,0
5602861,WRITE,0,0
5602885,PRECHARGE,0,0
5602909,REFRESH,0,0
5603339,REFRESH,0,0
5603785,REFRESH,0,0
5604214,REFRESH,0,0
5604641,ACTIVATE,0,0
5604658,WRITE,0,0
5604670,WRITE,0,0
5604685,WRITE,0,0
5604718,READ,0,0
5604755,READ,0,0
5604766,READ,0,0
5604792,WRITE,0,0
5604812,WRITE,0,0
5604824,WRITE,0,0
5604855,READ,0,0
5604874,READ,0,0
5604892,READ,0,0
5604909,READ,0,0
5604926,READ,0,0
5604953,READ,0,0
5604975,PRECHARGE,0,0
5605011,ACTIVATE,0,0
5605039,READ,0,0
5605056,PRECHARGE,0,0
5605076,ACTIVATE,0,0
5605093,READ,0,0
5605127,READ,0,0
5605144,WRITE,0,0
5605156,READ,0,0
5605173,PRECHARGE,0,0
5605201,ACTIVATE,0,0
5605219,READ,0,0
5605255,READ,0,0
5605305,READ,0,0
5605327,WRITE,0,0
5605349,READ,0,0
5605371,READ,0,0
5605390,PRECHARGE,0,0
5605411,REFRESH,0,0
5605846,REFRESH,0,0
5606279,ACTIVATE,0,0
5606333,READ,0,0
5606347,READ,0,0
5606375,WRITE,0,0
5606381,WRITE,0,0
5606417,READ,0,0
5606424,READ,0,0
5606442,READ,0,0
5606465,READ,0,0
5606490,READ,0,0
5606508,PRECHARGE,0,0
5606538,REFRESH,0,0
5606979,ACTIVATE,0,0
5607045,READ,0,0
5607055,READ,0,0
5607065,READ,0,0
5607085,READ,0,0
5607118,READ,0,0
5607165,PRECHARGE,0,0
5607188,REFRESH,0,0
5607665,REFRESH,0,0
5608088,ACTIVATE,0,0
5608108,WRITE,0,0
5608169,PRECHARGE,0,0
5608194,REFRESH,0,0
5608621,REFRESH,0,0
5609071,ACTIVATE,0,0
5609109,READ,0,0
5609122,READ,0,0
5609139,READ,0,0
5609156,READ,0,0
5609181,READ,0,0
5609209,WRITE,0,0
5609221,READ,0,0
5609284,READ,0,0
5609306,WRITE,0,0
5609335,READ,0,0
5609362,WRITE,0,0
5609379,READ,0,0
5609396,WRITE,0,0
5609415,PRECHARGE,0,0
5609454,REFRESH,0,0
5609876,REFRESH,0,0
5610378,REFRESH,0,0
5610800,REFRESH,0,0
5611238,ACTIVATE,0,0
5611267,READ,0,0
5611278,READ,0,0
5611293,READ,0,0
5611301,READ,0,0
5611324,WRITE,0,0
5611330,WRITE,0,0
5611357,WRITE,0,0
5611385,PRECHARGE,0,0
5611425,ACTIVATE,0,0
5611451,READ,0,0
5611474,READ,0,0
5611495,WRITE,0,0
5611548,WRITE,0,0
5611591,PRECHARGE,0,0
5611629,REFRESH,0,0
5612064,ACTIVATE,0,0
5612081,WRITE,0,0
5612122,PRECHARGE,0,0
5612140,ACTIVATE,0,0
5612172,READ,0,0
5612194,PRECHARGE,0,0
5612219,ACTIVATE,0,0
5612239,WRITE,0,0
5612271,READ,0,0
5612279,READ,0,0
5612297,WRITE,0,0
5612325,PRECHARGE,0,0
5612345,REFRESH,0,0
5612771,REFRESH,0,0
5613200,REFRESH,0,0
5613683,ACTIVATE,0,0
5613717,READ,0,0
5613724,READ,0,0
5613756,PRECHARGE,0,0
5613782,REFRESH,0,0
5614208,ACTIVATE,0,0
5614251,WRITE,0,0
5614258,WRITE,0,0
5614285,WRITE,0,0
5614307,READ,0,0
5614335,WRITE,0,0
5614350,WRITE,0,0
5614359,WRITE,0,0
5614377,PRECHARGE,0,0
5614411,ACTIVATE,0,0
5614448,WRITE,0,0
5614460,WRITE,0,0
5614472,WRITE,0,0
5614498,WRITE,0,0
5614509,WRITE,0,0
5614539,PRECHARGE,0,0
5614587,REFRESH,0,0
5615031,ACTIVATE,0,0
5615059,READ,0,0
5615091,PRECHARGE,0,0
5615138,REFRESH,0,0
5615581,REFRESH,0,0
5616026,ACTIVATE,0,0
5616050,READ,0,0
5616066,READ,0,0
5616103,WRITE,0,0
5616140,READ,0,0
5616164,READ,0,0
5616189,READ,0,0
5616252,READ,0,0
5616275,READ,0,0
5616303,WRITE,0,0
5616320,WRITE,0,0
5616351,WRITE,0,0
5616405,PRECHARGE,0,0
5616422,ACTIVATE,0,0
5616447,WRITE,0,0
5616465,WRITE,0,0
5616484,READ,0,0
5616509,PRECHARGE,0,0
5616536,ACTIVATE,0,0
5616574,WRITE,0,0
5616593,PRECHARGE,0,0
5616700,REFRESH,0,0
5617133,REFRESH,0,0
5617555,ACTIVATE,0,0
5617586,WRITE,0,0
5617593,WRITE,0,0
5617623,PRECHARGE,0,0
5617645,ACTIVATE,0,0
5617663,WRITE,0,0
5617675,WRITE,0,0
5617706,READ,0,0
5617734,WRITE,0,0
5617775,WRITE,0,0
5617786,WRITE,0,0
5617824,READ,0,0
5617889,READ,0,0
5617907,PRECHARGE,0,0
5617956,REFRESH,0,0
5618440,ACTIVATE,0,0
5618482,WRITE,0,0
5618493,READ,0,0
5618504,READ,0,0
5618528,WRITE,0,0
5618556,PRECHARGE,0,0
5618581,ACTIVATE,0,0
5618625,PRECHARGE,0,0
5618666,ACTIVATE,0,0
5618715,WRITE,0,0
5618745,PRECHARGE,0,0
5618763,REFRESH,0,0
5619190,ACTIVATE,0,0
5619221,READ,0,0
5619275,PRECHARGE,0,0
5619361,REFRESH,0,0
5619798,REFRESH,0,0
5620231,ACTIVATE,0,0
5620260,WRITE,0,0
5620279,PRECHARGE,0,0
5620303,ACTIVATE,0,0
5620344,READ,0,0
5620363,READ,0,0
5620392,PRECHARGE,0,0
5620411,REFRESH,0,0
5620833,ACTIVATE,0,0
5620851,READ,0,0
5620888,READ,0,0
5620910,PRECHARGE,0,0
5620932,ACTIVATE,0,0
5620962,WRITE,0,0
5620980,READ,0,0
5621003,READ,0,0
5621035,PRECHARGE,0,0
5621083,REFRESH,0,0
5621590,REFRESH,0,0
5622022,REFRESH,0,0
5622453,ACTIVATE,0,0
5622494,PRECHARGE,0,0
5622511,REFRESH,0,0
5622961,REFRESH,0,0
5623411,REFRESH,0,0
5623891,REFRESH,0,0
5624334,REFRESH,0,0
5624765,REFRESH,0,0
5625190,REFRESH,0,0
5625627,ACTIVATE,0,0
5625653,WRITE,0,0
5625713,READ,0,0
5625735,WRITE,0,0
5625780,WRITE,0,0
5625807,WRITE,0,0
5625828,WRITE,0,0
5625847,WRITE,0,0
5625908,WRITE,0,0
5625931,READ,0,0
5625955,PRECHARGE,0,0
5626042,REFRESH,0,0
5626464,ACTIVATE,0,0
5626490,WRITE,0,0
5626497,WRITE,0,0
5626516,PRECHARGE,0,0
5626544,ACTIVATE,0,0
5626565,READ,0,0
5626611,PRECHARGE,0,0
5626638,REFRESH,0,0
5627072,ACTIVATE,0,0
5627122,READ,0,0
5627152,PRECHARGE,0,0
5627181,REFRESH,0,0
5627632,ACTIVATE,0,0
5627664,READ,0,0
5627709,WRITE,0,0
5627728,WRITE,0,0
5627747,WRITE,0,0
5627766,WRITE,0,0
5627792,WRITE,0,0
5627832,WRITE,0,0
5627849,WRITE,0,0
5627902,READ,0,0
5627922,WRITE,0,0
5627994,READ,0,0
5628069,PRECHARGE,0,0
5628107,ACTIVATE,0,0
5628129,READ,0,0
5628149,READ,0,0
5628163,READ,0,0
5628198,PRECHARGE,0,0
5628255,ACTIVATE,0,0
5628280,WRITE,0,0
5628288,WRITE,0,0
5628320,READ,0,0
5628342,WRITE,0,0
5628432,WRITE,0,0
5628473,WRITE,0,0
5628482,WRITE,0,0
5628502,PRECHARGE,0,0
5628520,REFRESH,0,0
5628945,ACTIVATE,0,0
5628976,READ,0,0
5629003,READ,0,0
5629036,PRECHARGE,0,0
5629062,ACTIVATE,0,0
5629101,PRECHARGE,0,0
5629134,ACTIVATE,0,0
5629154,WRITE,0,0
5629174,PRECHARGE,0,0
5629192,REFRESH,0,0
5629640,ACTIVATE,0,0
